Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
33,65,14,1.2,78.8,16.9,27.1,3.4,16,20.9,not fire
30,77,16,0.6,73.9,2.2,27.7,3.7,3.4,0,not fire
28,78,21,2.2,76.5,14.6,19.7,4.2,19.5,13.7,fire
31,63,16,1.8,80.4,13.2,77.8,8.7,14.1,5.6,not fire
29,79,14,0.6,72.7,8.1,10.5,2.8,9.7,5.9,not fire
25,77,15,1.9,70.4,5.8,54.2,3.2,7.1,0,not fire
33,33,16,1.3,92.8,7.7,54.2,13,7.7,10.9,fire
33,48,10,0.5,85.7,8.1,7.3,6.6,8.4,20.9,fire
23,77,17,1.7,63.7,7.1,7.3,1,9.7,9,fire
34,49,13,0.4,91.2,26.3,37,7.3,30.7,21.6,fire
27,60,16,6,69.7,16.5,7,3.1,16.9,0.8,not fire
37,46,16,1.7,85.7,14.2,77.8,6.3,16.2,24,not fire
32,57,16,1.6,80.3,19.3,8.3,6.5,21.4,15,fire
30,62,15,3.3,73,7.3,9.2,3.7,6.6,5.2,not fire
29,63,19,1.8,81.5,16.2,39.5,4.3,16.7,5.9,not fire
33,57,20,1,90.1,17.3,19.8,9,19.7,9.5,fire
31,77,14,2.8,66.5,4,7,0.7,4.8,6,not fire
33,66,16,1.1,87.1,38.6,8.7,5.9,44.8,12.1,fire
30,70,13,2.2,74.5,2.4,14.7,1.6,2.4,0.2,fire
37,57,16,0.1,93.4,30,37.8,13,32.7,7.2,fire
26,77,18,3.9,65.2,24.1,44.5,5.3,21,0,not fire
38,38,16,1.7,93.4,16.5,86,9.3,16.7,0.8,not fire
41,22,13,0.3,96,44.1,85.1,16,52.6,1,fire
36,70,17,0.4,89.5,43.5,9.8,8.8,47.6,7.5,fire
34,45,16,0.5,93.6,35.4,27.1,12,40.7,12.9,fire
29,76,19,1.2,72.3,5.2,79.7,3.6,5.2,0.5,not fire
25,85,15,0.8,65.9,5,7.5,1,7.3,6.8,fire
30,69,18,1.2,62.6,6.4,24.3,4.5,8.1,0.5,fire
31,70,21,1.5,80.1,39.8,27.3,9.2,50.9,15.3,fire
27,76,13,2.7,51.5,2.7,34.5,0.2,3.1,0.5,not fire
32,64,14,0.7,79,10.1,7.4,1.5,14.9,6.4,not fire
31,66,17,4.1,55.9,4.2,166,2.2,4.5,0.5,fire
34,40,14,1.3,93.7,18.8,10.5,7.5,17.8,17.5,fire
37,48,14,1.7,85.6,36.8,55.8,8,39.8,3.8,not fire
34,59,16,2.2,69.3,24.4,80.6,4.4,25.9,0,fire
35,64,19,0.6,91.7,34,47.2,11.7,37.3,0.5,fire
33,54,17,1.9,82.5,24.6,62.1,7.5,27.9,3.8,fire
33,48,19,0.9,88.1,16.8,8.2,8.3,19.1,2.7,fire
34,80,13,1.5,78.7,19.2,55.5,4.2,23.7,1,not fire
24,76,20,2.7,59.7,8.9,120.9,2.1,13.1,9.9,not fire
23,81,19,2.3,46.6,1,34.5,0.4,1.8,0.3,not fire
37,66,18,2.5,77.3,12.4,41.5,4.9,12.9,2.2,not fire
33,65,15,0.9,80.7,13.7,26.6,5.4,13.4,0.1,fire
32,76,17,0.3,78.4,7.9,159.1,3.9,10.4,2.5,fire
32,80,20,0.6,81.3,10.6,16.3,7.6,13.4,8,fire
24,68,20,3.4,59.6,2.6,42.3,1.7,3,0,not fire
36,57,13,0.1,87.5,36.8,127.5,7.4,42.8,30.3,fire
40,42,20,0.5,93.9,26.3,47,13.4,32.8,10.7,fire
35,45,14,0.5,88.7,20.2,42.3,5,17.9,3.1,fire
35,73,13,1.8,80.7,21.8,28.1,3.1,22.5,6,fire
25,85,15,3.4,48.6,1.7,10,0.2,2.9,0.9,not fire
38,62,16,0.4,91.4,16.9,86.8,9.8,20.6,1.4,fire
27,67,17,1,63.4,3.7,52.4,0.8,4.5,0,not fire
35,54,18,4.3,71.3,6.8,33.4,4.3,7.5,7.3,not fire
30,36,16,0.8,83.6,5.9,25.2,6.6,6.6,5.9,fire
35,62,18,0.3,91.5,23.4,29.7,11.2,29.2,2.6,fire
32,77,16,0.9,72.7,19.9,14.2,2.6,25,0.4,not fire
35,59,19,1.9,81.5,26.4,7.5,4.7,22.9,2.5,not fire
33,81,11,0.9,75.6,8.7,10.5,2.4,12.2,0.5,not fire
33,78,14,1.2,79.3,4.8,19.7,2.1,5.2,0.1,fire
32,66,16,2.1,78.9,17.3,38.3,5.9,20.4,15,fire
27,83,16,1.5,61.7,10.4,30.5,0.4,13.3,13.2,not fire
34,43,11,0.5,94.7,10.5,28.1,8.5,13,1,fire
34,63,16,1.4,77.9,8.7,28.9,3.2,11.1,4.2,fire
31,58,16,4.3,68.3,5.6,8.4,3.7,5.9,3.2,not fire
31,82,15,2.1,65.3,12.8,44.5,1.4,13,0.9,not fire
32,70,14,2.2,63.1,9.4,18.7,3.4,11.5,10.6,fire
33,42,12,1.5,89.3,15.7,25.5,6.8,19.8,13.9,fire
35,47,13,0.6,91.8,47.1,55.8,7.6,50.7,3.4,fire
32,55,12,1.1,79.6,12.2,37.6,2.6,13.9,20.9,not fire
34,74,18,0.1,95,32.6,19.8,12.3,34.9,2.1,fire
25,88,11,1.4,57.4,0.9,31.6,0.2,1.5,4.2,not fire
37,50,18,0,94.3,29.7,38.3,13.6,40.9,15.3,fire
29,51,13,1.2,80.6,24.5,50.2,6.4,29.9,15.3,not fire
26,85,14,1.6,54.1,0.8,149.2,0.2,1.3,3.1,not fire
34,73,12,1.5,77.8,1.5,7.5,1.7,2.1,0.9,not fire
29,86,18,2.3,50.9,3.2,55.5,0.3,4.9,7.7,not fire
29,65,16,1.8,79.1,16.7,16,3.1,20.6,15.3,fire
25,74,23,4.2,56.9,3.6,17,6.1,4.6,0.1,fire
32,39,11,2,93.2,14.8,10.2,7,17.4,18.1,not fire
28,82,14,0.6,81.4,4.8,39.1,1.9,7.8,13.5,not fire
32,66,20,2.1,57,10.8,33.4,2.8,13.5,1.3,not fire
34,53,14,2.1,73.8,9.3,8.3,6,10.3,4.2,fire
37,31,18,2.6,87.9,22.4,8.4,7.5,21.7,30.2,fire
37,50,10,0.9,92.8,16.3,10.5,8.9,19.1,1.9,fire
26,82,13,4.1,55.9,2.6,17.8,0.5,3.2,0.4,fire
28,86,17,2.5,55.5,7.5,166,0.1,10,0.7,not fire
36,39,18,1.8,90.4,20.9,9.9,8.8,21.1,3.9,not fire
32,53,20,0.8,92.6,16.9,49.3,6.8,22,3,fire
33,49,17,1.6,76.2,2.8,8.3,5.6,2.8,6,fire
30,75,17,0.5,75.3,21.2,15.7,3.4,25.3,17.3,not fire
36,59,16,0.2,84.8,9.1,37.6,4.5,10.1,7.1,fire
34,29,14,0.2,94.5,48.8,141.1,13.6,53.8,6.7,fire
38,65,13,2.3,78.1,29.1,63.8,5.1,34.8,3.7,not fire
26,50,20,2.6,85.7,8.4,7.5,7.1,6,0.7,fire
34,59,16,1,83.4,23.8,7.4,7.6,26.3,3,fire
34,67,19,1.1,89.5,22.8,65.1,8.6,27.5,9.1,fire
39,45,14,0.1,95.8,41.6,180.4,11.2,49,4.1,fire
29,60,17,2.5,72.8,8.4,8.2,2.8,8.5,6.3,not fire
37,45,12,0.7,90.9,19.6,62.1,9.4,20.9,0.7,fire
29,75,16,1.8,70,9.1,41.3,2.2,12.5,11.6,not fire
34,41,16,5.7,70.6,1.4,14.2,0.8,1.9,0.2,not fire
36,62,14,1.3,86.9,19.7,7.4,6.3,20,10.9,fire
40,46,13,1.1,95.5,30.9,127.5,10.2,35,1.2,fire
36,73,16,0.6,87.9,11.7,35.4,7.2,14.7,3.1,fire
35,43,15,0.8,85.3,20.8,26.3,7,25.9,10.2,fire
37,35,13,0.7,87.2,42,9.1,10.8,42.9,18.4,fire
25,80,18,2.7,59.5,2.3,24.1,1,2.6,0.2,fire
34,44,14,2,87.7,24.7,84.4,5,29.8,3.2,not fire
31,68,15,2.5,81.8,8.9,141.1,3.4,11.5,5.7,not fire
32,77,20,3.6,66.3,4.4,7.4,2.6,7,3.2,not fire
38,41,17,2.8,89.5,14.3,96.8,4.8,15.8,16.3,fire
39,65,16,0,95.2,33.8,19.7,11.3,38.7,16.8,fire
32,60,14,4.1,62.4,6,54.2,1.3,7.8,0.9,not fire
38,40,17,1.2,90.7,21.3,46.4,4.9,22.3,0.3,not fire
35,57,16,0.7,90,33.1,117.8,6.4,38.9,4.9,fire
29,70,20,0.9,69.2,11.5,46.3,1.9,17.2,26.9,fire
34,41,15,1.5,85,8.4,106.3,9.6,8.7,3.2,fire
34,49,13,0.7,90,25.8,26.6,9.9,30,15.7,fire
32,48,17,1.4,81.1,24.9,54.3,5.4,32,0.3,fire
35,40,13,1.3,94,25.1,6.9,10.6,26.4,7.5,not fire
36,36,13,1.4,92.1,2.6,159.1,6.7,2.4,3.9,fire
29,81,19,1.1,76.2,23,96.8,5.4,28,30.2,fire
24,85,16,2.9,49.8,1.1,9.1,0.1,1.9,5.2,not fire
35,51,18,1.8,84.7,14.5,88,6.2,13.8,9.5,not fire
31,62,16,1.5,81.8,7.2,41.5,6.1,8.2,1,fire
27,61,15,2.1,73.7,3,24.3,2.8,3.2,0.3,not fire
33,60,15,1.4,83.1,5,35.4,5.1,5.7,3.1,fire
26,58,18,3,82.2,8.6,7.5,3.2,7.6,4.2,not fire
32,48,17,4.6,80.2,9.1,8.6,5,10.8,1.7,fire
28,88,16,1.5,65.9,4.5,7.3,1.2,5.8,0.7,not fire
31,66,13,2.6,66,18.7,28.3,1.9,20.2,0.7,not fire
31,57,14,1.2,75,10.4,16,3.4,14.5,3.4,fire
35,75,15,0.1,92.3,27.9,30.1,10.3,36.8,3.4,fire
35,77,17,0.5,83.9,42.6,136,8.6,52.4,12.1,not fire
32,60,16,2.7,73.9,27.4,42.7,7.1,32.4,3.6,not fire
32,67,15,0.1,89,23.7,84.4,6.2,34,16.7,fire
39,41,16,0.7,90.5,45.3,49.3,7,53.3,12.1,fire
30,58,16,3.3,71.5,11.2,14.7,5.1,10.7,7.2,not fire
33,64,14,1,74,5.6,8.3,1.9,5.2,13.2,not fire
31,62,18,1.5,78.3,22.4,28.1,7.2,29.3,fire,fire
36,42,11,0.4,95,43.2,54.3,11.3,46.3,0.9,fire
30,71,15,1.4,81.9,20.4,77,3,27.1,3.8,fire
32,52,17,0.8,83.3,8.7,9.2,3.9,8.3,1.7,not fire
38,50,14,1.3,85.9,15.5,47.7,2.6,17.7,5.6,fire
36,58,19,1,86.3,20.2,10,9.6,23.7,1.7,not fire
27,69,13,3.4,76.8,19.3,8.3,2.1,18.3,3.8,fire
33,48,17,3.4,78.8,20.2,25.2,4.8,25.2,15.7,fire
32,84,16,1.6,71.8,7.7,200.2,3.4,10.2,13.2,not fire
34,78,16,1,68.7,6.8,17.8,1.6,9.7,3.9,fire
40,48,14,1.8,93.8,29.9,127,9.2,34.7,13.7,not fire
34,64,11,0.1,79.7,13.2,28.1,2.3,17,16,fire
27,70,20,2.3,61.3,2.7,28.3,2,3.5,0.4,fire
30,74,17,3.7,64.7,12.6,9.7,2.1,13,0.9,not fire
35,53,16,2.1,86.7,19.3,41.5,4.4,21.5,7.2,fire
25,77,14,2.2,43.4,1,16.6,0.2,1.4,0.1,not fire
38,38,12,0.6,92.5,9.5,71.3,7.6,8.9,4.2,not fire
34,77,19,3.1,76.2,28.2,30.9,2,31.9,6,fire
32,64,12,1.6,69.1,2.6,63.8,1.1,3.6,0.1,not fire
29,80,18,3,49.8,7.8,36.8,0.9,11.7,0.8,not fire
31,44,15,2.9,74.9,4.8,7.7,7.8,3.6,0.4,fire
37,29,9,1.3,91.7,14.2,9.5,8.4,16.4,0.2,not fire
31,58,15,0.7,89.4,16.5,159.1,7.6,17.6,1.3,not fire
30,61,11,0.6,80.9,25.5,38.3,3.8,26.3,11.3,fire
29,83,17,3.4,70.3,10.5,7.8,3.3,10.5,0.7,fire
31,51,14,0.6,85.7,13.5,168.2,8.8,14.5,5.9,fire
32,54,16,1.7,85.9,12.8,16.3,8.4,12.9,10.7,not fire
30,59,16,0.9,87.3,6.7,98.6,5.8,9.6,8.8,fire
35,54,14,1.9,84.1,10.6,37.8,3.9,11.8,5.2,fire
31,52,17,2.1,90.2,14.6,28.9,7.1,16.9,26.1,fire
36,42,10,0.2,94.8,24.8,9.7,8.2,26.9,10.3,fire
34,43,21,1.6,86.3,25.2,10.5,11.4,27.3,15,fire
33,78,12,2.6,74.5,11.3,17,2.2,12.7,3,fire
36,61,17,1.6,88.9,20.2,34.5,9.4,21.4,12.9,not fire
29,70,16,1.1,74.6,15.1,75.1,3.9,18.2,26.9,fire
35,71,15,0.1,91.4,18.8,35.4,11.8,18.6,2.5,fire
27,79,18,1,65,15.3,54.2,2.2,18.1,9.6,fire
36,74,13,0.6,79.1,8.6,47,2.3,14.1,3,not fire
33,58,17,0.5,87.4,35.3,40.4,5.9,40.4,2.8,fire
34,48,14,0.6,92.7,5.5,80.6,8.5,8.8,13.7,fire
33,59,15,0.5,88,28.5,55.8,6.9,32.7,0.1,not fire
30,84,18,1.2,69.9,16.5,84.4,2.2,23.6,0.9,not fire
35,40,11,1,94.9,24.4,161.5,9.4,27.3,5.5,fire
29,65,19,1.9,61.7,3.6,24.3,2.2,5,15,not fire
27,81,16,1.9,66.5,9.3,26.1,0.9,11.6,3,fire
32,64,15,3.2,70.6,3,10.4,1.5,3.1,4.9,not fire
29,66,18,0.7,72.1,7.5,56.6,3.2,10.2,0.7,fire
40,48,14,0.2,94.6,27,47,13.9,33.4,12.2,fire
35,34,11,0.6,93.5,27.9,88.5,11,29,12.9,not fire
31,78,19,0.6,78,7,39.5,2.6,9.1,2.3,not fire
31,47,16,1.8,84.5,7.7,100.7,6.7,11.4,2.7,not fire
26,84,15,1.8,71.7,3.5,48.6,2.3,4.9,0.8,fire
36,76,13,1.7,79.5,24.2,96.8,2,29,1,not fire
32,64,13,2.1,70.5,12.9,42.3,3.1,13.9,0.5,not fire
31,61,15,0.7,92.5,25.1,26.6,7.7,24.4,4.7,fire
37,48,18,0.4,93,31,50.2,8,35.1,18.4,fire
27,77,18,1.4,65.9,6.1,62.1,1.8,7.5,0.3,not fire
33,57,14,1.6,71.3,10.1,52.5,1.9,10.1,1.3,not fire
33,47,17,1.3,90.8,17.4,49.3,10.3,20.1,17.2,fire
32,45,15,2.9,84,3.8,7.6,7.6,3,0.9,not fire
33,48,17,0.3,92.8,40.6,57.1,13.2,48.9,19.9,not fire
33,73,10,2.3,77.5,1.8,71.3,1,3.3,0,not fire
34,84,15,1.3,63.2,5.7,63.3,0.9,7.2,0.5,not fire
38,61,18,1,91.7,24.3,7.8,13.2,25.2,17.2,fire
38,37,12,0,94.1,21.9,37.8,13.2,21.8,15.7,fire
35,63,11,5.1,59.7,9.4,9.2,0.2,12.3,0.2,not fire
34,78,13,1.2,78.2,4,84.4,1.1,6,0.2,not fire
34,40,14,2.6,82.1,23.9,24.3,5.2,27,1.3,fire
34,67,16,2.3,81.2,9,10,3.1,10.2,1.7,fire
39,31,18,2.6,94.8,18.4,31.6,13.3,20.3,5.6,fire
33,67,17,1.9,78.4,14.8,27.9,2.1,21.1,2.2,fire
34,67,14,3.6,79.6,15.6,8,2.3,14.5,0.2,fire
33,78,15,0.4,74.1,3.8,8.8,1.1,5.5,8,fire
34,45,16,1.2,87.5,15.9,92.8,7.1,20.4,16.3,fire
37,42,16,0.9,89.6,17.5,24.9,6.6,21.1,8.3,fire
34,66,21,2,72.5,9.8,36.7,1.1,11.9,15.4,not fire
32,76,15,1.2,72.9,10.2,52.8,3.2,14.7,5.5,not fire
32,72,16,2.3,67.4,6.1,47.2,2.7,6.6,0.6,not fire
31,69,18,0.8,85.4,18.4,34.1,12,21.3,10,fire
28,86,17,2,54.8,4.4,28.3,1.4,6.6,0,not fire
34,53,15,2,85.1,13.6,7,5.7,13.1,12.9,fire
29,52,21,1.8,86.8,12.3,67,9,13.7,0.3,fire
33,57,21,0.8,88.4,35.4,84.4,13.6,36.1,4.7,fire
32,66,15,0.9,87.4,20.1,92.5,4.5,27.6,2.3,fire
37,50,12,1.8,88.6,26.5,88.5,8.6,32.3,12.9,fire
33,71,18,2.6,73.3,17.1,8.6,3.4,20.5,0.7,not fire
33,62,18,0.2,91.1,41.9,161.5,7.6,51.3,2.6,fire
35,63,14,1.8,90.1,8.5,18.5,5.8,8.7,18.4,fire
32,71,18,0.4,83,13.4,37,8.4,17.5,6,not fire
28,67,13,4.9,60.4,3.8,8.3,0.3,3.6,0.1,not fire
36,52,6,0.3,92.4,22.4,18.4,9.4,25,8.3,fire
31,50,18,1.3,87.7,30.6,34.5,8.4,30.7,3,fire
32,42,16,4.4,80,12.1,36.7,6.1,9.2,0.5,not fire
27,87,19,3,60.4,2.2,7.3,0.3,3.1,10.7,not fire
33,80,13,1.6,67.9,4,32.1,1.9,7.7,0.3,fire
30,70,12,2,60.7,4.9,36.8,1,5.7,0.9,fire
29,73,17,6.4,34.7,2,16.6,0.2,2.4,0.4,not fire
34,44,14,5.2,71.6,4.6,8.5,1.1,3.8,0.2,not fire
33,84,20,1.9,65.2,9.6,7.8,1.4,9.9,0.9,fire
29,62,19,4,66.8,8.9,40.4,3.2,13.3,0.5,not fire
30,65,17,2.8,65.3,8,10.4,5.3,9.1,5.7,fire
35,31,14,2,88.9,10.5,63.3,6.2,11,2.5,fire
33,58,12,2.1,82.8,27.6,159.1,2.7,32.7,13.7,fire
29,60,16,2.8,76.7,0.8,8,2.3,1.1,9,not fire
29,58,19,0.7,87.4,42.2,38.3,9.8,44.3,4,fire
33,32,16,0.4,92.5,32.5,34.1,9.9,36.3,3.8,fire
30,44,14,1.3,83.5,7.4,8.3,7.1,5.6,4.2,fire
32,61,14,1.4,85.6,9.1,34.1,4.7,10.9,2.5,fire
26,82,14,3.9,49.4,0.9,45.1,0.9,1.3,0.5,fire
30,64,6,2,72.7,14.1,19.7,1.3,16.2,18.4,not fire
30,62,18,1,76.9,28.5,45.1,4.6,30.7,13,fire
32,62,18,0.7,90.2,19.2,24.3,7.4,22.3,3.8,fire
32,67,17,1.3,63,4.3,30.1,2.5,7.1,3.2,not fire
33,52,15,2.1,76.7,4.9,45.1,5,5.1,7.7,not fire
32,60,12,2,67.9,5.6,36.1,2,5.5,13.7,fire
33,62,14,1.7,76.1,14,24.1,2.5,15.6,13,fire
24,65,14,2.9,68.9,6.1,34.5,2.4,5.8,3,fire
35,35,12,2.1,86.4,12.1,9.5,9.3,10.4,21.6,not fire
33,56,15,4,68.4,10.7,10.4,5,10.9,31.1,fire
30,56,20,4.6,61,3.9,17,1.8,4.8,24,not fire
31,66,12,0.6,75.6,20.2,86.8,3.5,25.1,24.5,not fire
31,64,15,3.2,67.2,5.4,117.1,1.2,7.8,0.3,not fire
32,65,16,1.7,81.2,18.5,71.5,3.9,25.3,2.2,not fire
30,54,20,0.9,74.5,18.8,46.3,5.4,21.2,31.1,fire
33,89,15,0.8,75.5,18.1,17.7,0.8,27,18.8,fire
27,72,12,0.5,83,6.8,19.8,3.9,9.6,15,fire
32,80,18,0.5,69.5,4.4,26.1,5.2,5.6,0.7,not fire
33,58,14,1.7,87.7,20.1,8.4,5.4,18.8,0,fire
31,53,14,1.2,89.9,11.7,19.8,6.2,14.9,18.1,fire
33,56,12,1.5,71.9,3.5,55.5,2.4,4.7,9,not fire
37,47,9,1.1,90.5,12.7,39.5,6.4,14.8,6.1,not fire
33,76,18,2.1,59.7,20.1,44.5,3.4,22.7,4.2,fire
29,72,18,0.6,81.7,34.4,14.2,5.8,40.4,7.2,fire
29,49,17,1.8,84.1,3.9,25.2,4.8,4.6,4.9,fire
35,62,14,1,81,17,27.3,4.3,17.6,13.9,fire
32,75,15,0.3,73.7,19.6,106.3,4.3,23.1,0.9,not fire
28,87,16,1,72.9,25.2,37.6,2.2,32.5,10.7,not fire
41,51,9,0.3,93.8,44.3,141.1,10.2,47.2,10.6,fire
28,64,17,2.5,56.3,10.4,18.4,1.7,11.5,2.5,fire
35,67,14,2.1,73.9,17,98.6,4.9,22.1,10.5,fire
28,72,15,1,75.2,13,167.2,3.1,16.7,14.1,fire
38,67,18,1.8,84.7,15.2,34.1,4.4,20.9,0.9,fire
32,32,9,1.4,89.1,6.5,7.4,4.2,7.3,21.6,not fire
37,68,15,0.9,91,26.6,33.1,10.2,24.5,12.6,fire
31,59,12,0.6,77.8,25,80.3,3.8,27.8,3.9,fire
29,78,17,1.9,76.1,19.7,151.3,3.1,26.8,30.3,not fire
35,42,17,0.2,95.2,30,14.7,10.6,33.9,13.7,fire
36,45,17,1.3,90.7,37.7,145.7,12,39.8,24,fire
32,66,15,0.3,86.4,24.1,8.8,4,29.7,10.3,not fire
36,40,18,0,93.8,41.2,141.1,13.6,43.6,8.3,fire
32,48,16,3,67.8,3.5,7.5,2.3,3.7,0.2,fire
31,65,18,1.3,78.1,22.4,8.2,5.8,24.4,26.9,fire
33,49,16,1.6,86,35.5,35.4,7,40.7,0.6,not fire
30,74,16,1.6,78,3.6,7.7,2.9,3.6,10.6,fire
36,56,12,0,92.3,7.3,40.4,7.6,8.6,14.1,fire
38,52,14,1.4,86.6,24.1,25.5,7,26.1,0.2,not fire
28,71,17,2.2,61.9,5.4,107,1.8,5.4,0.2,not fire
30,83,17,1,73.9,6.5,9.2,2.3,8.1,7.7,fire
31,73,20,3.6,69.3,2.2,52.5,4.9,3,6.3,not fire
33,54,16,0.7,84.5,15.6,7.6,5.5,18.8,0.9,fire
29,85,12,1.3,65.4,5.1,7.6,0.6,7.5,0,not fire
27,72,17,0.4,88,27.3,7.6,5,28.3,4.9,fire
30,71,14,1.5,73.3,8.2,107,1,12.8,3.2,fire
30,60,19,1.6,64.1,8.1,47.2,2.1,7.8,7.7,not fire
35,71,20,2,73.1,10.7,7.8,4.8,13.9,1.2,fire
28,64,19,2.3,74.6,9,30.4,4.3,15.3,0.6,not fire
32,76,19,0.3,87,31.7,63.8,11.7,38.3,5.5,fire
26,78,14,1.5,76.3,2.9,56.6,2.2,5.2,0.7,fire
25,89,21,2.6,43.2,4.5,8.2,0.2,5.9,0.1,not fire
34,54,16,0.2,89.2,26,32.1,10.3,28.7,15,fire
34,56,16,1.1,89.1,28,10,8.2,35.6,1,fire
32,55,17,2.7,76.6,7.6,8.5,1.7,7,2.5,not fire
27,77,11,3.3,48,1.7,8.3,0.8,2,0.4,not fire
37,49,16,0,95.7,34.1,88.5,15.6,38.8,1.2,fire
35,66,15,0.1,93,24.4,18.7,7.9,25.1,4.9,not fire
32,58,16,0.7,79.1,14.3,36.1,4,20.7,16.3,not fire
30,59,13,3.6,71.3,26.4,9.8,3.6,25.1,12.6,not fire
30,85,18,1.5,70.7,7.6,37,1.1,10.5,0.5,fire
37,64,14,0.5,91.4,29.5,39.1,7.9,37.6,19.9,fire
38,50,14,0,95.9,57.2,59.2,17.4,64,6.4,fire
33,70,16,1,81.2,28.4,149.2,5.3,30.7,3.6,not fire
34,54,13,2.6,72.7,6.3,180.4,1.9,9.8,9,fire
32,73,16,1.4,86,14.3,8.2,4.1,17.1,12.2,fire
35,71,15,1,82.2,16.4,25.5,2.9,21.4,14.6,fire
33,63,12,0.4,87.5,9.9,27.7,4.8,10.5,5.5,fire
38,44,15,1.4,89.6,7.8,8.4,9.2,7.1,10.9,fire
39,48,13,1.3,92,21.9,27.3,10.1,22.1,16,not fire
28,56,17,2.1,64.9,6.9,15.9,1.9,10.4,0.5,fire
35,60,17,0,93.9,26,67.2,9.4,30.7,16.8,fire
36,65,11,2.4,77,10.9,7.3,1.7,12.7,0.9,fire
28,85,16,0.6,78.4,4.5,16.3,3.1,4.7,6.3,fire
33,71,11,0.3,86.5,34.2,88,6,34.8,7.2,fire
35,71,13,0.4,83,15.5,136,6.4,19,8,fire
32,51,13,1.2,76.5,21.9,19.7,3.1,27.7,0.1,fire
39,41,12,0.1,93.2,11.7,59.2,10.8,14.2,0.6,fire
28,76,11,3.8,51.5,0.8,36.1,0,1.2,0.8,not fire
25,78,17,1,61.5,2.4,117.8,2,3.2,1,not fire
32,73,14,1.1,90.4,12.7,35.4,7.9,14.5,7.7,fire
31,65,16,0.9,78.4,11.4,49.8,3.6,14,7.5,fire
31,68,16,0.6,82.6,8.2,7.5,3.2,8.3,2.7,not fire
31,52,19,0.8,80.5,3.8,25.6,7.5,4.9,6.7,fire
34,51,11,1.1,89.8,11.5,34.5,4.5,13.9,2.2,fire
25,88,16,3.2,50.3,0.9,24.3,0.2,1.4,1.7,not fire
31,57,21,3.3,63.2,7.4,36.8,3.2,9.6,0.8,not fire
31,69,17,1.4,76.8,11.8,8.7,2.1,18.9,0.7,not fire
40,31,15,0.6,93.5,26.9,30.1,10.7,29.5,9.1,not fire
31,52,15,1.6,87.4,3.2,34.5,4,3.1,7.1,not fire
26,88,18,3.3,39.1,1.1,8.5,0.1,1.7,0.4,not fire
29,59,18,1.7,80.5,18.2,18.4,6.9,23.2,13.9,fire
31,63,19,1.9,87.2,11.3,57,2.8,16.2,10.7,not fire
35,46,18,0.7,89.3,12.1,36.8,7.2,14.8,17.3,not fire
36,41,13,0.1,95.3,41.8,75.1,10.6,52.2,8.3,fire
33,53,12,4,85.1,15.3,9.5,6,17,0.6,fire
32,64,18,0.9,89.7,7.7,147.7,5.1,10.1,9.6,fire
36,47,8,0.2,92.2,26.9,171.3,8,29.7,5.3,fire
36,61,11,4.2,78.2,9.7,30.5,3.3,7.9,0.2,not fire
25,88,16,2.9,35.2,2.3,7.5,0.3,2.4,0.8,fire
33,39,15,4.4,80.2,11,41.5,5.3,10.6,0,fire
27,73,16,2.6,62.2,1.6,8.2,0.4,2,0.5,not fire
34,75,15,1.9,70.7,25.3,200.2,4.6,27.6,3.1,not fire
32,70,14,0.5,81.3,6.7,30.1,5.2,8.2,4.7,not fire
35,60,13,0.5,81.5,9.2,96.8,4,10.6,0.1,fire
29,86,15,0.2,87.5,20.8,49.8,5,25.6,14.6,fire
25,61,12,4.1,45.2,4.3,20.2,0.5,5.7,0.5,not fire
37,38,14,2.6,82.2,9.8,25.5,5.4,13.2,12.2,not fire
33,58,14,1.9,72.3,15.5,97.3,3.6,22.2,15,not fire
30,60,18,0.9,77.6,13.5,21.4,3,13.4,14.6,not fire
31,50,14,3,73.1,9.1,30.5,5.3,8.7,0,not fire
30,57,15,1.7,75.7,23.4,18.4,3.3,28.1,2.5,not fire
39,59,12,1.6,86,24.6,27.3,4.4,28.1,21.6,not fire
31,85,19,2.3,69.7,7.5,117.8,5.5,8.7,4.9,not fire
36,62,17,0,95.6,44.8,19.8,14.6,56.3,4.1,fire
27,83,16,0.2,58.4,34,41.5,3.7,37.2,0.7,not fire
38,41,18,2.3,90.8,16,63.8,6.8,18.1,7.1,not fire
33,56,18,4.9,65.5,1.8,7.8,1.5,2.3,0.6,not fire
29,81,17,3,62.2,0.9,7.3,0.3,1.3,0,not fire
35,34,15,2,91.7,24.3,52.5,7.6,24.2,6.1,not fire
29,69,17,3,64.8,2.6,17.7,1,3.4,15.3,not fire
31,53,18,1.8,79.9,24.6,39.1,7.3,32.6,3.6,fire
30,68,15,1,75.2,10.1,46.3,2.3,10.9,1.7,fire
30,87,17,0.2,72.9,6.7,34.5,4.2,6.6,9.8,fire
29,81,16,1.5,72.9,14.6,43.1,3,15.6,0.8,fire
34,39,17,0.8,89.9,22.5,136,8.9,26.5,18.4,not fire
41,34,11,2.3,92.2,28.6,30.5,9.1,31.1,12.7,fire
38,48,17,1.9,87,16.7,61.4,8.9,20,2.2,not fire
34,55,12,2.3,77.9,5.6,177.3,4,5.2,17.5,not fire
36,68,17,1.3,81.3,12.9,32.1,3.7,17.6,0,not fire
34,56,17,0.3,92.1,16.5,88,5.9,20.4,4.9,fire
